id,label
256707,unrelated
256708,unrelated
256709,unrelated
256710,unrelated
256711,unrelated
256712,unrelated
256713,agreed
256714,unrelated
256715,agreed
256716,unrelated
256717,unrelated
256718,agreed
256719,unrelated
256720,unrelated
256721,agreed
256722,unrelated
256723,agreed
256724,agreed
256725,agreed
256726,unrelated
256727,agreed
256728,unrelated
256729,agreed
256730,unrelated
256731,unrelated
256732,unrelated
256733,unrelated
256734,unrelated
256735,unrelated
256736,unrelated
256737,unrelated
256738,unrelated
256739,unrelated
256740,unrelated
256741,unrelated
256742,agreed
256743,unrelated
256744,unrelated
256745,unrelated
256746,agreed
256747,disagreed
256748,unrelated
256749,unrelated
256750,agreed
256751,unrelated
256752,agreed
256753,agreed
256754,unrelated
256755,unrelated
256756,unrelated
256757,agreed
256758,agreed
256759,agreed
256760,unrelated
256761,unrelated
256762,agreed
256763,unrelated
256764,agreed
256765,unrelated
256766,unrelated
256767,unrelated
256768,agreed
256769,agreed
256770,agreed
256771,unrelated
256772,unrelated
256773,unrelated
256774,agreed
256775,unrelated
256776,unrelated
256777,unrelated
256778,unrelated
256779,unrelated
256780,unrelated
256781,unrelated
256782,unrelated
256783,unrelated
256784,unrelated
256785,agreed
256786,agreed
256787,unrelated
256788,agreed
256789,unrelated
256790,unrelated
256791,unrelated
256792,agreed
256793,unrelated
256794,unrelated
256795,unrelated
256796,unrelated
256797,unrelated
256798,unrelated
256799,unrelated
256800,agreed
256801,agreed
256802,unrelated
256803,unrelated
256804,unrelated
256805,unrelated
256806,unrelated
256807,unrelated
256808,unrelated
256809,unrelated
256810,agreed
256811,unrelated
256812,unrelated
256813,unrelated
256814,agreed
256815,unrelated
256816,unrelated
256817,unrelated
256818,unrelated
256819,unrelated
256820,agreed
256821,unrelated
256822,agreed
256823,agreed
256824,unrelated
256825,unrelated
256826,unrelated
256827,unrelated
256828,unrelated
256829,unrelated
256830,agreed
256831,unrelated
256832,agreed
256833,unrelated
256834,unrelated
256835,agreed
256836,unrelated
256837,unrelated
256838,unrelated
256839,unrelated
256840,agreed
256841,unrelated
256842,unrelated
256843,agreed
256844,unrelated
256845,disagreed
256846,unrelated
256847,agreed
256848,unrelated
256849,agreed
256850,agreed
256851,agreed
256852,unrelated
256853,unrelated
256854,unrelated
256855,unrelated
256856,agreed
256857,unrelated
256858,unrelated
256859,agreed
256860,unrelated
256861,unrelated
256862,unrelated
256863,unrelated
256864,unrelated
256865,agreed
256866,unrelated
256867,unrelated
256868,unrelated
256869,unrelated
256870,unrelated
256871,unrelated
256872,unrelated
256873,agreed
256874,unrelated
256875,unrelated
256876,unrelated
256877,agreed
256878,unrelated
256879,agreed
256880,unrelated
256881,unrelated
256882,agreed
256883,agreed
256884,unrelated
256885,unrelated
256886,unrelated
256887,unrelated
256888,unrelated
256889,unrelated
256890,agreed
256891,unrelated
256892,unrelated
256893,agreed
256894,unrelated
256895,unrelated
256896,unrelated
256897,unrelated
256898,unrelated
256899,agreed
256900,agreed
256901,unrelated
256902,unrelated
256903,unrelated
256904,unrelated
256905,agreed
256906,unrelated
256907,unrelated
256908,unrelated
256909,unrelated
256910,unrelated
256911,unrelated
256912,unrelated
256913,unrelated
256914,unrelated
256915,unrelated
256916,unrelated
256917,unrelated
256918,unrelated
256919,unrelated
256920,agreed
256921,unrelated
256922,agreed
256923,agreed
256924,unrelated
256925,unrelated
256926,unrelated
256927,unrelated
256928,unrelated
256929,unrelated
256930,unrelated
256931,unrelated
256932,unrelated
256933,unrelated
256934,unrelated
256935,agreed
256936,unrelated
256937,unrelated
256938,agreed
256939,agreed
256940,unrelated
256941,agreed
256942,unrelated
256943,unrelated
256944,agreed
256945,unrelated
256946,unrelated
256947,unrelated
256948,unrelated
256949,unrelated
256950,unrelated
256951,disagreed
256952,unrelated
256953,agreed
256954,agreed
256955,agreed
256956,unrelated
256957,unrelated
256958,unrelated
256959,unrelated
256960,unrelated
256961,agreed
256962,unrelated
256963,unrelated
256964,unrelated
256965,unrelated
256966,unrelated
256967,unrelated
256968,unrelated
256969,unrelated
256970,agreed
256971,unrelated
256972,unrelated
256973,unrelated
256974,agreed
256975,agreed
256976,unrelated
256977,unrelated
256978,unrelated
256979,unrelated
256980,unrelated
256981,unrelated
256982,unrelated
256983,unrelated
256984,unrelated
256985,agreed
256986,agreed
256987,unrelated
256988,unrelated
256989,unrelated
256990,unrelated
256991,unrelated
256992,unrelated
256993,unrelated
256994,unrelated
256995,unrelated
256996,unrelated
256997,agreed
256998,unrelated
256999,agreed
257000,unrelated
257001,agreed
257002,agreed
257003,unrelated
257004,unrelated
257005,unrelated
257006,unrelated
257007,disagreed
257008,unrelated
257009,unrelated
257010,agreed
257011,unrelated
257012,unrelated
257013,unrelated
257014,unrelated
257015,agreed
257016,unrelated
257017,agreed
257018,agreed
257019,agreed
257020,unrelated
257021,agreed
257022,unrelated
257023,unrelated
257024,unrelated
257025,unrelated
257026,agreed
257027,unrelated
257028,agreed
257029,unrelated
257030,unrelated
257031,agreed
257032,unrelated
257033,agreed
257034,unrelated
257035,unrelated
257036,unrelated
257037,agreed
257038,unrelated
257039,unrelated
257040,agreed
257041,unrelated
257042,unrelated
257043,agreed
257044,agreed
257045,unrelated
257046,disagreed
257047,agreed
257048,unrelated
257049,unrelated
257050,unrelated
257051,unrelated
257052,agreed
257053,unrelated
257054,unrelated
257055,unrelated
257056,agreed
257057,unrelated
257058,unrelated
257059,unrelated
257060,unrelated
257061,agreed
257062,agreed
257063,unrelated
257064,agreed
257065,disagreed
257066,unrelated
257067,unrelated
257068,unrelated
257069,unrelated
257070,unrelated
257071,unrelated
257072,agreed
257073,unrelated
257074,unrelated
257075,agreed
257076,unrelated
257077,agreed
257078,unrelated
257079,unrelated
257080,agreed
257081,unrelated
257082,unrelated
257083,agreed
257084,unrelated
257085,unrelated
257086,unrelated
257087,agreed
257088,unrelated
257089,unrelated
257090,unrelated
257091,agreed
257092,unrelated
257093,unrelated
257094,unrelated
257095,unrelated
257096,agreed
257097,unrelated
257098,unrelated
257099,unrelated
257100,unrelated
257101,unrelated
257102,unrelated
257103,unrelated
257104,agreed
257105,unrelated
257106,agreed
257107,unrelated
257108,unrelated
257109,agreed
257110,unrelated
257111,agreed
257112,unrelated
257113,unrelated
257114,agreed
257115,unrelated
257116,unrelated
257117,unrelated
257118,unrelated
257119,unrelated
257120,unrelated
257121,unrelated
257122,unrelated
257123,unrelated
257124,unrelated
257125,unrelated
257126,unrelated
257127,unrelated
257128,unrelated
257129,agreed
257130,unrelated
257131,unrelated
257132,unrelated
257133,unrelated
257134,agreed
257135,unrelated
257136,unrelated
257137,agreed
257138,unrelated
257139,unrelated
257140,unrelated
257141,unrelated
257142,unrelated
257143,unrelated
257144,unrelated
257145,unrelated
257146,unrelated
257147,unrelated
257148,agreed
257149,disagreed
257150,unrelated
257151,agreed
257152,unrelated
257153,unrelated
257154,agreed
257155,unrelated
257156,agreed
257157,unrelated
257158,unrelated
257159,agreed
257160,agreed
257161,unrelated
257162,unrelated
257163,unrelated
257164,unrelated
257165,unrelated
257166,agreed
257167,unrelated
257168,unrelated
257169,unrelated
257170,unrelated
257171,unrelated
257172,unrelated
257173,unrelated
257174,unrelated
257175,unrelated
257176,unrelated
257177,unrelated
257178,unrelated
257179,agreed
257180,unrelated
257181,unrelated
257182,unrelated
257183,unrelated
257184,unrelated
257185,disagreed
257186,unrelated
257187,unrelated
257188,unrelated
257189,unrelated
257190,unrelated
257191,unrelated
257192,unrelated
257193,unrelated
257194,unrelated
257195,unrelated
257196,unrelated
257197,agreed
257198,unrelated
257199,unrelated
257200,unrelated
257201,unrelated
257202,unrelated
257203,unrelated
257204,agreed
257205,unrelated
257206,unrelated
257207,agreed
257208,unrelated
257209,unrelated
257210,agreed
257211,unrelated
257212,unrelated
257213,agreed
257214,unrelated
257215,unrelated
257216,agreed
257217,unrelated
257218,agreed
257219,agreed
257220,agreed
257221,unrelated
257222,unrelated
257223,unrelated
257224,agreed
257225,unrelated
257226,unrelated
257227,unrelated
257228,unrelated
257229,unrelated
257230,unrelated
257231,unrelated
257232,unrelated
257233,agreed
257234,agreed
257235,agreed
257236,agreed
257237,disagreed
257238,unrelated
257239,disagreed
257240,unrelated
257241,unrelated
257242,unrelated
257243,unrelated
257244,unrelated
257245,unrelated
257246,unrelated
257247,unrelated
257248,agreed
257249,unrelated
257250,unrelated
257251,unrelated
257252,agreed
257253,unrelated
257254,agreed
257255,unrelated
257256,unrelated
257257,unrelated
257258,unrelated
257259,unrelated
257260,unrelated
257261,agreed
257262,agreed
257263,agreed
257264,unrelated
257265,unrelated
257266,unrelated
257267,agreed
257268,disagreed
257269,unrelated
257270,agreed
257271,unrelated
257272,unrelated
257273,unrelated
257274,unrelated
257275,agreed
257276,unrelated
257277,unrelated
257278,agreed
257279,unrelated
257280,unrelated
257281,agreed
257282,unrelated
257283,unrelated
257284,unrelated
257285,unrelated
257286,unrelated
257287,agreed
257288,agreed
257289,unrelated
257290,unrelated
257291,unrelated
257292,unrelated
257293,unrelated
257294,unrelated
257295,unrelated
257296,disagreed
257297,unrelated
257298,agreed
257299,unrelated
257300,agreed
257301,unrelated
257302,unrelated
257303,agreed
257304,unrelated
257305,unrelated
257306,agreed
257307,agreed
257308,agreed
257309,agreed
257310,unrelated
257311,agreed
257312,agreed
257313,agreed
257314,unrelated
257315,unrelated
257316,unrelated
257317,unrelated
257318,agreed
257319,unrelated
257320,unrelated
257321,unrelated
257322,agreed
257323,unrelated
257324,agreed
257325,agreed
257326,unrelated
257327,unrelated
257328,unrelated
257329,unrelated
257330,unrelated
257331,unrelated
257332,unrelated
257333,disagreed
257334,agreed
257335,unrelated
257336,unrelated
257337,unrelated
257338,agreed
257339,agreed
257340,unrelated
257341,agreed
257342,unrelated
257343,unrelated
257344,unrelated
257345,agreed
257346,unrelated
257347,agreed
257348,agreed
257349,unrelated
257350,unrelated
257351,unrelated
257352,agreed
257353,unrelated
257354,unrelated
257355,agreed
257356,unrelated
257357,agreed
257358,unrelated
257359,unrelated
257360,unrelated
257361,agreed
257362,unrelated
257363,agreed
257364,unrelated
257365,unrelated
257366,unrelated
257367,agreed
257368,agreed
257369,unrelated
257370,unrelated
257371,unrelated
257372,unrelated
257373,unrelated
257374,agreed
257375,unrelated
257376,unrelated
257377,unrelated
257378,unrelated
257379,unrelated
257380,agreed
257381,unrelated
257382,unrelated
257383,unrelated
257384,unrelated
257385,agreed
257386,unrelated
257387,unrelated
257388,unrelated
257389,unrelated
257390,unrelated
257391,agreed
257392,unrelated
257393,unrelated
257394,unrelated
257395,unrelated
257396,unrelated
257397,unrelated
257398,unrelated
257399,unrelated
257400,unrelated
257401,agreed
257402,agreed
257403,unrelated
257404,unrelated
257405,agreed
257406,agreed
257407,unrelated
257408,agreed
257409,unrelated
257410,unrelated
257411,unrelated
257412,unrelated
257413,unrelated
257414,unrelated
257415,unrelated
257416,unrelated
257417,agreed
257418,agreed
257419,agreed
257420,unrelated
257421,unrelated
257422,unrelated
257423,unrelated
257424,unrelated
257425,agreed
257426,disagreed
257427,unrelated
257428,unrelated
257429,unrelated
257430,unrelated
257431,unrelated
257432,unrelated
257433,unrelated
257434,agreed
257435,agreed
257436,unrelated
257437,unrelated
257438,agreed
257439,unrelated
257440,unrelated
257441,agreed
257442,unrelated
257443,agreed
257444,agreed
257445,unrelated
257446,unrelated
257447,unrelated
257448,agreed
257449,unrelated
257450,unrelated
257451,unrelated
257452,unrelated
257453,unrelated
257454,agreed
257455,unrelated
257456,unrelated
257457,agreed
257458,agreed
257459,unrelated
257460,agreed
257461,unrelated
257462,unrelated
257463,unrelated
257464,unrelated
257465,unrelated
257466,unrelated
257467,agreed
257468,unrelated
257469,unrelated
257470,unrelated
257471,agreed
257472,agreed
257473,unrelated
257474,agreed
257475,agreed
257476,agreed
257477,unrelated
257478,unrelated
257479,unrelated
257480,unrelated
257481,unrelated
257482,unrelated
257483,agreed
257484,disagreed
257485,agreed
257486,unrelated
257487,unrelated
257488,unrelated
257489,unrelated
257490,unrelated
257491,unrelated
257492,agreed
257493,agreed
257494,unrelated
257495,agreed
257496,unrelated
257497,unrelated
257498,unrelated
257499,unrelated
257500,unrelated
257501,unrelated
257502,unrelated
257503,agreed
257504,agreed
257505,unrelated
257506,agreed
257507,unrelated
257508,disagreed
257509,agreed
257510,unrelated
257511,unrelated
257512,disagreed
257513,unrelated
257514,unrelated
257515,agreed
257516,unrelated
257517,agreed
257518,agreed
257519,agreed
257520,unrelated
257521,unrelated
257522,unrelated
257523,unrelated
257524,unrelated
257525,agreed
257526,agreed
257527,unrelated
257528,unrelated
257529,unrelated
257530,unrelated
257531,agreed
257532,unrelated
257533,agreed
257534,agreed
257535,unrelated
257536,unrelated
257537,unrelated
257538,unrelated
257539,unrelated
257540,agreed
257541,agreed
257542,unrelated
257543,agreed
257544,unrelated
257545,unrelated
257546,unrelated
257547,unrelated
257548,agreed
257549,unrelated
257550,unrelated
257551,unrelated
257552,agreed
257553,unrelated
257554,unrelated
257555,unrelated
257556,unrelated
257557,unrelated
257558,unrelated
257559,unrelated
257560,unrelated
257561,agreed
257562,unrelated
257563,unrelated
257564,unrelated
257565,agreed
257566,unrelated
257567,unrelated
257568,unrelated
257569,unrelated
257570,unrelated
257571,unrelated
257572,agreed
257573,agreed
257574,unrelated
257575,agreed
257576,agreed
257577,unrelated
257578,unrelated
257579,unrelated
257580,unrelated
257581,unrelated
257582,unrelated
257583,unrelated
257584,agreed
257585,agreed
257586,unrelated
257587,unrelated
257588,unrelated
257589,unrelated
257590,unrelated
257591,unrelated
257592,unrelated
257593,unrelated
257594,unrelated
257595,unrelated
257596,agreed
257597,unrelated
257598,unrelated
257599,unrelated
257600,unrelated
257601,unrelated
257602,unrelated
257603,unrelated
257604,agreed
257605,unrelated
257606,agreed
257607,unrelated
257608,unrelated
257609,agreed
257610,agreed
257611,unrelated
257612,unrelated
257613,unrelated
257614,unrelated
257615,unrelated
257616,agreed
257617,unrelated
257618,agreed
257619,agreed
257620,unrelated
257621,agreed
257622,unrelated
257623,agreed
257624,unrelated
257625,unrelated
257626,unrelated
257627,unrelated
257628,agreed
257629,unrelated
257630,unrelated
257631,unrelated
257632,unrelated
257633,unrelated
257634,unrelated
257635,unrelated
257636,agreed
257637,unrelated
257638,unrelated
257639,unrelated
257640,agreed
257641,unrelated
257642,agreed
257643,agreed
257644,unrelated
257645,unrelated
257646,agreed
257647,unrelated
257648,agreed
257649,unrelated
257650,unrelated
257651,unrelated
257652,agreed
257653,agreed
257654,unrelated
257655,unrelated
257656,unrelated
257657,unrelated
257658,agreed
257659,unrelated
257660,unrelated
257661,unrelated
257662,agreed
257663,agreed
257664,unrelated
257665,unrelated
257666,unrelated
257667,unrelated
257668,unrelated
257669,unrelated
257670,unrelated
257671,unrelated
257672,unrelated
257673,unrelated
257674,agreed
257675,unrelated
257676,unrelated
257677,unrelated
257678,unrelated
257679,unrelated
257680,unrelated
257681,unrelated
257682,unrelated
257683,unrelated
257684,unrelated
257685,agreed
257686,agreed
257687,agreed
257688,unrelated
257689,unrelated
257690,unrelated
257691,unrelated
257692,unrelated
257693,agreed
257694,unrelated
257695,unrelated
257696,unrelated
257697,unrelated
257698,unrelated
257699,unrelated
257700,unrelated
257701,agreed
257702,unrelated
257703,agreed
257704,agreed
257705,unrelated
257706,unrelated
257707,unrelated
257708,unrelated
257709,unrelated
257710,unrelated
257711,unrelated
257712,unrelated
257713,unrelated
257714,unrelated
257715,disagreed
257716,agreed
257717,unrelated
257718,unrelated
257719,unrelated
257720,unrelated
257721,agreed
257722,agreed
257723,unrelated
257724,unrelated
257725,agreed
257726,unrelated
257727,unrelated
257728,unrelated
257729,unrelated
257730,unrelated
257731,unrelated
257732,unrelated
257733,agreed
257734,unrelated
257735,unrelated
257736,agreed
257737,unrelated
257738,unrelated
257739,unrelated
257740,agreed
257741,unrelated
257742,agreed
257743,agreed
257744,unrelated
257745,agreed
257746,unrelated
257747,unrelated
257748,agreed
257749,unrelated
257750,unrelated
257751,unrelated
257752,unrelated
257753,unrelated
257754,unrelated
257755,unrelated
257756,agreed
257757,unrelated
257758,unrelated
257759,unrelated
257760,unrelated
257761,agreed
257762,agreed
257763,unrelated
257764,unrelated
257765,agreed
257766,unrelated
257767,unrelated
257768,unrelated
257769,unrelated
257770,unrelated
257771,unrelated
257772,agreed
257773,agreed
257774,unrelated
257775,agreed
257776,unrelated
257777,agreed
257778,unrelated
257779,unrelated
257780,unrelated
257781,agreed
257782,agreed
257783,agreed
257784,unrelated
257785,unrelated
257786,unrelated
257787,unrelated
257788,unrelated
257789,agreed
257790,unrelated
257791,unrelated
257792,unrelated
257793,unrelated
257794,agreed
257795,agreed
257796,unrelated
257797,unrelated
257798,unrelated
257799,agreed
257800,unrelated
257801,agreed
257802,unrelated
257803,unrelated
257804,agreed
257805,agreed
257806,agreed
257807,unrelated
257808,unrelated
257809,unrelated
257810,unrelated
257811,unrelated
257812,unrelated
257813,unrelated
257814,agreed
257815,unrelated
257816,agreed
257817,unrelated
257818,agreed
257819,unrelated
257820,unrelated
257821,agreed
257822,unrelated
257823,unrelated
257824,unrelated
257825,unrelated
257826,agreed
257827,unrelated
257828,unrelated
257829,unrelated
257830,agreed
257831,agreed
257832,unrelated
257833,disagreed
257834,unrelated
257835,unrelated
257836,agreed
257837,unrelated
257838,unrelated
257839,unrelated
257840,unrelated
257841,agreed
257842,unrelated
257843,agreed
257844,unrelated
257845,unrelated
257846,unrelated
257847,disagreed
257848,unrelated
257849,unrelated
257850,unrelated
257851,agreed
257852,disagreed
257853,unrelated
257854,unrelated
257855,unrelated
257856,unrelated
257857,unrelated
257858,agreed
257859,unrelated
257860,unrelated
257861,unrelated
257862,agreed
257863,unrelated
257864,unrelated
257865,unrelated
257866,unrelated
257867,unrelated
257868,agreed
257869,unrelated
257870,agreed
257871,unrelated
257872,unrelated
257873,unrelated
257874,unrelated
257875,unrelated
257876,unrelated
257877,unrelated
257878,unrelated
257879,unrelated
257880,agreed
257881,unrelated
257882,unrelated
257883,unrelated
257884,unrelated
257885,unrelated
257886,unrelated
257887,unrelated
257888,agreed
257889,agreed
257890,agreed
257891,agreed
257892,unrelated
257893,unrelated
257894,unrelated
257895,unrelated
257896,unrelated
257897,agreed
257898,agreed
257899,agreed
257900,unrelated
257901,disagreed
257902,unrelated
257903,unrelated
257904,unrelated
257905,unrelated
257906,agreed
257907,agreed
257908,unrelated
257909,unrelated
257910,agreed
257911,unrelated
257912,unrelated
257913,agreed
257914,agreed
257915,agreed
257916,agreed
257917,agreed
257918,unrelated
257919,agreed
257920,unrelated
257921,unrelated
257922,agreed
257923,agreed
257924,unrelated
257925,unrelated
257926,agreed
257927,agreed
257928,unrelated
257929,unrelated
257930,unrelated
257931,agreed
257932,agreed
257933,agreed
257934,unrelated
257935,unrelated
257936,unrelated
257937,agreed
257938,unrelated
257939,agreed
257940,unrelated
257941,unrelated
257942,unrelated
257943,unrelated
257944,unrelated
257945,agreed
257946,unrelated
257947,agreed
257948,unrelated
257949,unrelated
257950,disagreed
257951,unrelated
257952,agreed
257953,unrelated
257954,agreed
257955,unrelated
257956,unrelated
257957,unrelated
257958,unrelated
257959,unrelated
257960,agreed
257961,unrelated
257962,unrelated
257963,unrelated
257964,unrelated
257965,unrelated
257966,unrelated
257967,unrelated
257968,unrelated
257969,agreed
257970,agreed
257971,unrelated
257972,agreed
257973,unrelated
257974,unrelated
257975,unrelated
257976,unrelated
257977,unrelated
257978,agreed
257979,unrelated
257980,unrelated
257981,disagreed
257982,agreed
257983,unrelated
257984,unrelated
257985,agreed
257986,unrelated
257987,agreed
257988,unrelated
257989,unrelated
257990,unrelated
257991,agreed
257992,agreed
257993,agreed
257994,agreed
257995,unrelated
257996,unrelated
257997,unrelated
257998,unrelated
257999,agreed
258000,disagreed
258001,unrelated
258002,agreed
258003,agreed
258004,unrelated
258005,unrelated
258006,unrelated
258007,unrelated
258008,unrelated
258009,unrelated
258010,agreed
258011,unrelated
258012,unrelated
258013,agreed
258014,unrelated
258015,unrelated
258016,unrelated
258017,agreed
258018,agreed
258019,unrelated
258020,agreed
258021,unrelated
258022,disagreed
258023,unrelated
258024,unrelated
258025,unrelated
258026,unrelated
258027,unrelated
258028,unrelated
258029,unrelated
258030,agreed
258031,unrelated
258032,unrelated
258033,unrelated
258034,unrelated
258035,disagreed
258036,unrelated
258037,unrelated
258038,unrelated
258039,unrelated
258040,unrelated
258041,agreed
258042,unrelated
258043,unrelated
258044,agreed
258045,unrelated
258046,unrelated
258047,unrelated
258048,unrelated
258049,unrelated
258050,unrelated
258051,unrelated
258052,agreed
258053,unrelated
258054,unrelated
258055,unrelated
258056,agreed
258057,agreed
258058,unrelated
258059,unrelated
258060,unrelated
258061,unrelated
258062,agreed
258063,unrelated
258064,unrelated
258065,agreed
258066,unrelated
258067,unrelated
258068,agreed
258069,unrelated
258070,agreed
258071,unrelated
258072,unrelated
258073,unrelated
258074,agreed
258075,unrelated
258076,disagreed
258077,agreed
258078,agreed
258079,unrelated
258080,unrelated
258081,unrelated
258082,unrelated
258083,unrelated
258084,unrelated
258085,agreed
258086,agreed
258087,agreed
258088,unrelated
258089,unrelated
258090,unrelated
258091,unrelated
258092,agreed
258093,unrelated
258094,unrelated
258095,unrelated
258096,unrelated
258097,agreed
258098,unrelated
258099,unrelated
258100,agreed
258101,agreed
258102,unrelated
258103,unrelated
258104,unrelated
258105,unrelated
258106,agreed
258107,unrelated
258108,unrelated
258109,unrelated
258110,unrelated
258111,unrelated
258112,unrelated
258113,agreed
258114,unrelated
258115,agreed
258116,unrelated
258117,agreed
258118,unrelated
258119,unrelated
258120,unrelated
258121,agreed
258122,unrelated
258123,agreed
258124,unrelated
258125,agreed
258126,unrelated
258127,unrelated
258128,unrelated
258129,unrelated
258130,agreed
258131,agreed
258132,unrelated
258133,unrelated
258134,unrelated
258135,unrelated
258136,unrelated
258137,unrelated
258138,agreed
258139,agreed
258140,unrelated
258141,unrelated
258142,unrelated
258143,agreed
258144,unrelated
258145,unrelated
258146,unrelated
258147,unrelated
258148,unrelated
258149,unrelated
258150,unrelated
258151,unrelated
258152,unrelated
258153,agreed
258154,unrelated
258155,agreed
258156,unrelated
258157,unrelated
258158,agreed
258159,unrelated
258160,unrelated
258161,unrelated
258162,unrelated
258163,unrelated
258164,unrelated
258165,agreed
258166,agreed
258167,agreed
258168,unrelated
258169,unrelated
258170,unrelated
258171,unrelated
258172,agreed
258173,unrelated
258174,unrelated
258175,agreed
258176,unrelated
258177,unrelated
258178,unrelated
258179,agreed
258180,unrelated
258181,agreed
258182,unrelated
258183,unrelated
258184,unrelated
258185,agreed
258186,agreed
258187,unrelated
258188,unrelated
258189,unrelated
258190,unrelated
258191,agreed
258192,unrelated
258193,unrelated
258194,unrelated
258195,unrelated
258196,unrelated
258197,agreed
258198,unrelated
258199,unrelated
258200,unrelated
258201,unrelated
258202,unrelated
258203,unrelated
258204,unrelated
258205,unrelated
258206,unrelated
258207,unrelated
258208,unrelated
258209,unrelated
258210,unrelated
258211,unrelated
258212,unrelated
258213,unrelated
258214,agreed
258215,unrelated
258216,unrelated
258217,agreed
258218,unrelated
258219,unrelated
258220,unrelated
258221,disagreed
258222,unrelated
258223,unrelated
258224,unrelated
258225,unrelated
258226,unrelated
258227,unrelated
258228,agreed
258229,unrelated
258230,unrelated
258231,unrelated
258232,unrelated
258233,unrelated
258234,agreed
258235,agreed
258236,unrelated
258237,unrelated
258238,agreed
258239,unrelated
258240,unrelated
258241,unrelated
258242,agreed
258243,agreed
258244,unrelated
258245,unrelated
258246,agreed
258247,unrelated
258248,unrelated
258249,unrelated
258250,unrelated
258251,agreed
